PBO Station Position Time Series.
Format Version, 1.2.0
Reference Frame, NAM08
4-character ID, AC79
Station name, Montague2_AK2010
Begin Date, 2010-07-30
End Date, 2017-03-20
Release Date, 2017-03-22
Source file, AC79.pbo.nam08.pos
Offset from source file, 93.99 mm North, -35.44 mm East, -7.68 mm Vertical
Reference position, 59.9978699330 North Latitude, -147.4030448395 East Longitude, 287.76134 meters elevation
Date, North (mm), East (mm), Vertical (mm), North Std. Deviation (mm), East Std. Deviation (mm), Vertical Std. Deviation (mm), Quality,
2016-06-01,265.05, -100.61, -20.46, 2.37, 1.76, 5.45, suppf,
2016-06-02,265.76, -100.65, -16.12, 2.36, 1.76, 5.5, suppf,
2016-06-03,267.10, -99.87, -18.29, 2.35, 1.75, 5.42, suppf,
2016-06-04,265.84, -99.70, -22.22, 2.34, 1.76, 5.39, suppf,
2016-06-05,266.59, -99.61, -21.19, 1.96, 1.49, 5.4, suppf,
2016-06-06,263.91, -100.74, -15.19, 1.88, 1.4, 5.09, suppf,
2016-06-07,265.87, -101.11, -20.01, 2.11, 1.55, 5.46, suppf,
2016-06-08,265.77, -100.78, -19.16, 2.11, 1.57, 5.32, suppf,
2016-06-09,265.49, -100.14, -13.66, 2.04, 1.51, 5.25, suppf,
2016-06-10,266.26, -100.94, -19.00, 2.22, 1.65, 5.65, suppf,
2016-06-11,265.12, -101.37, -17.39, 2.11, 1.56, 5.38, suppf,
2016-06-12,266.43, -101.16, -21.63, 2.44, 1.83, 5.62, suppf,
2016-06-13,265.54, -100.95, -20.11, 2.42, 1.81, 5.61, suppf,
2016-06-14,265.83, -100.77, -16.99, 2.51, 1.91, 5.91, suppf,
2016-06-15,267.03, -100.71, -20.27, 2.42, 1.83, 5.69, suppf,
2016-06-16,266.67, -101.13, -18.08, 2.39, 1.77, 5.56, suppf,
2016-06-17,267.08, -101.15, -16.88, 2.48, 1.89, 5.71, suppf,
2016-06-18,267.91, -100.30, -12.97, 2.77, 2.09, 6.71, suppf,
2016-06-19,269.30, -101.60, -15.38, 2.61, 1.94, 6.59, suppf,
2016-06-20,267.99, -101.21, -22.51, 2.5, 1.84, 6.03, suppf,
2016-06-21,268.15, -101.00, -17.89, 2.49, 1.86, 5.88, suppf,
2016-06-22,267.03, -100.03, -17.72, 2.65, 1.96, 6.22, suppf,
2016-06-23,267.02, -99.67, -15.88, 2.75, 2.03, 6.82, suppf,
2016-06-24,268.90, -100.32, -14.66, 3.02, 2.21, 7.73, suppf,
2016-06-25,268.05, -100.30, -10.61, 2.65, 1.95, 6.32, suppf,
2016-06-26,268.99, -101.54, -21.02, 3.06, 2.2, 6.64, suppf,
2016-06-27,269.84, -99.68, -24.70, 2.85, 2.05, 6.51, suppf,
2016-06-28,269.58, -99.34, -20.37, 2.69, 1.94, 6.32, suppf,
2016-06-29,269.62, -100.00, -19.85, 2.72, 1.96, 6.43, suppf,
2016-06-30,269.40, -99.57, -20.64, 2.85, 2.03, 6.25, suppf,
2016-07-01,269.49, -99.69, -20.52, 2.73, 1.95, 6.36, suppf,
2016-07-02,268.91, -99.46, -14.00, 2.84, 2, 6.38, suppf,
2016-07-03,269.64, -100.44, -13.17, 1.68, 1.22, 5.39, suppf,
2016-07-04,269.23, -100.70, -17.01, 1.38, 1.04, 4.46, suppf,
2016-07-05,269.48, -99.61, -16.48, 1.53, 1.12, 4.87, suppf,
2016-07-06,269.25, -99.66, -15.00, 1.31, 0.96, 4.2, suppf,
2016-07-07,269.51, -100.88, -18.29, 1.39, 1.03, 4.46, suppf,
2016-07-08,268.66, -100.03, -16.97, 1.4, 1.08, 4.61, suppf,
2016-07-09,269.68, -100.20, -12.08, 1.42, 1.04, 4.52, suppf,
2016-07-10,271.35, -100.26, -21.40, 1.78, 1.27, 5.59, suppf,
2016-07-11,270.02, -101.36, -17.72, 1.49, 1.1, 4.75, suppf,
2016-07-12,270.06, -101.30, -18.28, 1.48, 1.08, 4.7, suppf,
2016-07-13,271.45, -101.08, -16.99, 1.36, 1.01, 4.32, suppf,
2016-07-14,271.17, -101.58, -17.19, 1.43, 1.06, 4.55, suppf,
2016-07-15,270.78, -101.90, -18.34, 1.45, 1.06, 4.58, suppf,
2016-07-16,271.29, -102.45, -17.90, 1.44, 1.05, 4.57, suppf,
2016-07-17,271.38, -102.19, -15.97, 1.35, 1, 4.31, suppf,
2016-07-18,269.81, -102.45, -10.82, 1.89, 1.36, 6.09, suppf,
2016-07-19,271.52, -99.57, -19.86, 2.11, 1.49, 6.74, suppf,
2016-07-20,271.74, -102.25, -12.55, 1.89, 1.37, 5.79, suppf,
2016-07-21,269.79, -102.23, -14.22, 1.82, 1.32, 5.76, suppf,
2016-07-22,270.72, -101.48, -14.28, 1.86, 1.35, 5.89, suppf,
2016-07-23,270.85, -101.32, -14.67, 1.69, 1.27, 5.36, suppf,
2016-07-24,269.87, -101.31, -12.39, 1.59, 1.21, 5.05, suppf,
2016-07-25,271.13, -100.38, -13.61, 1.39, 1.07, 4.5, suppf,
2016-07-26,272.01, -99.64, -12.91, 1.71, 1.27, 5.36, suppf,
2016-07-27,272.50, -99.91, -12.38, 1.75, 1.32, 5.55, suppf,
2016-07-28,273.02, -100.02, -17.21, 1.68, 1.25, 5.36, suppf,
2016-07-29,271.94, -99.33, -11.56, 1.57, 1.2, 5.18, suppf,
2016-07-30,271.64, -100.38, -11.74, 1.34, 1.02, 4.28, suppf,
2016-07-31,270.98, -99.68, -7.66, 1.51, 1.14, 4.81, suppf,
2016-08-01,272.88, -99.63, -12.09, 1.67, 1.24, 5.36, suppf,
2016-08-02,273.05, -101.56, -11.91, 1.85, 1.41, 5.88, suppf,
2016-08-03,271.22, -100.01, -11.97, 1.73, 1.28, 5.5, suppf,
2016-08-04,272.00, -100.78, -16.80, 1.72, 1.27, 5.46, suppf,
2016-08-05,273.34, -100.53, -13.16, 1.48, 1.1, 4.66, suppf,
2016-08-06,272.99, -99.71, -11.42, 1.52, 1.14, 4.82, suppf,
2016-08-07,273.42, -100.59, -15.10, 1.75, 1.29, 5.56, suppf,
2016-08-08,273.78, -100.19, -6.19, 1.95, 1.39, 6.21, suppf,
2016-08-09,272.61, -99.59, -8.63, 1.57, 1.17, 4.97, suppf,
2016-08-10,274.42, -101.06, -14.08, 1.74, 1.28, 5.52, suppf,
2016-08-11,274.14, -100.62, -12.66, 1.42, 1.07, 4.5, suppf,
2016-08-12,274.71, -100.36, -15.13, 1.42, 1.06, 4.48, suppf,
2016-08-13,274.72, -100.86, -14.11, 1.58, 1.17, 5.02, suppf,
2016-08-14,274.59, -100.03, -8.10, 1.51, 1.11, 4.77, suppf,
2016-08-15,274.53, -99.88, -12.18, 1.6, 1.18, 5.09, suppf,
2016-08-16,274.38, -101.25, -8.22, 1.67, 1.26, 5.42, suppf,
2016-08-17,275.39, -101.26, -16.55, 1.67, 1.23, 5.31, suppf,
2016-08-18,275.83, -100.87, -18.18, 1.69, 1.24, 5.37, suppf,
2016-08-19,274.24, -100.50, -17.17, 1.46, 1.07, 4.61, suppf,
2016-08-20,273.72, -100.41, -12.01, 1.29, 0.96, 4.1, suppf,
2016-08-21,272.87, -100.78, -9.20, 1.57, 1.15, 4.99, suppf,
2016-08-22,274.87, -100.97, -8.50, 1.82, 1.32, 5.76, suppf,
2016-08-23,274.94, -100.88, -10.86, 1.46, 1.08, 4.63, suppf,
2016-08-24,277.12, -100.74, -18.40, 1.79, 1.3, 5.68, suppf,
2016-08-25,276.73, -101.12, -12.38, 1.51, 1.1, 4.79, suppf,
2016-08-26,275.76, -100.68, -12.47, 1.78, 1.28, 5.62, suppf,
2016-08-27,276.20, -101.42, -8.47, 1.41, 1.04, 4.49, suppf,
2016-08-28,275.94, -101.35, -10.63, 1.45, 1.06, 4.59, suppf,
2016-08-29,275.11, -101.95, -13.74, 1.5, 1.09, 4.77, suppf,
2016-08-30,275.11, -101.80, -12.38, 1.4, 1.02, 4.4, suppf,
2016-08-31,275.37, -101.71, -13.46, 1.36, 0.99, 4.28, suppf,
2016-09-01,275.76, -102.72, -7.05, 1.31, 0.96, 4.15, suppf,
2016-09-02,275.54, -103.01, -10.26, 1.37, 0.98, 4.24, suppf,
2016-09-03,275.74, -102.47, -11.15, 1.57, 1.13, 4.89, suppf,
2016-09-04,275.43, -103.13, -6.13, 1.56, 1.16, 4.91, suppf,
2016-09-05,273.96, -103.47, -4.70, 1.48, 1.1, 4.63, suppf,
2016-09-06,274.73, -103.05, -1.33, 1.74, 1.27, 5.43, suppf,
2016-09-07,274.97, -103.16, -5.45, 1.56, 1.17, 4.89, suppf,
2016-09-08,277.35, -103.52, -7.29, 1.67, 1.25, 5.19, suppf,
2016-09-09,276.09, -103.72, -4.88, 1.66, 1.23, 5.19, suppf,
2016-09-10,277.37, -104.33, -6.01, 1.54, 1.13, 4.84, suppf,
2016-09-11,276.72, -103.63, -3.90, 1.59, 1.18, 5.06, suppf,
2016-09-12,278.08, -101.90, -6.94, 2.09, 1.48, 6.61, suppf,
2016-09-13,277.14, -102.42, -1.07, 1.79, 1.31, 5.6, suppf,
2016-09-14,277.75, -102.71, -3.12, 1.54, 1.14, 4.84, suppf,
2016-09-15,277.56, -102.83, -5.42, 2.07, 1.45, 6.43, suppf,
2016-09-16,276.93, -101.85, 0.25, 1.74, 1.23, 5.36, suppf,
2016-09-17,277.45, -100.69, -0.17, 1.76, 1.28, 5.54, suppf,
2016-09-18,276.88, -101.99, 2.44, 1.5, 1.09, 4.73, suppf,
2016-09-19,278.13, -102.50, -3.53, 1.37, 1.01, 4.34, suppf,
2016-09-20,279.71, -102.99, -6.56, 1.66, 1.21, 5.24, suppf,
2016-09-21,278.81, -103.20, -1.50, 1.89, 1.35, 5.95, suppf,
2016-09-22,281.23, -102.93, 1.61, 1.83, 1.31, 5.83, suppf,
2016-09-23,278.38, -103.09, -1.11, 1.91, 1.38, 6.04, suppf,
2016-09-24,279.08, -103.08, -1.50, 1.69, 1.21, 5.27, suppf,
2016-09-25,278.76, -104.11, -4.14, 1.68, 1.21, 5.31, suppf,
2016-09-26,279.23, -101.69, -7.36, 1.52, 1.09, 4.77, suppf,
2016-09-27,279.28, -103.89, -5.43, 1.5, 1.09, 4.7, suppf,
2016-09-28,279.37, -103.98, -13.66, 1.49, 1.08, 4.66, suppf,
2016-09-29,279.67, -103.09, -6.83, 1.63, 1.18, 5.09, suppf,
2016-09-30,280.01, -103.92, -19.41, 1.34, 0.97, 4.21, suppf,
2016-10-01,280.52, -103.86, -8.76, 1.37, 0.99, 4.32, suppf,
2016-10-02,279.07, -104.01, -5.69, 1.51, 1.08, 4.74, suppf,
2016-10-03,279.72, -104.00, -4.79, 1.28, 0.93, 4.01, suppf,
2016-10-04,279.34, -104.66, -8.11, 1.52, 1.08, 4.7, suppf,
2016-10-05,280.73, -105.64, -9.17, 1.3, 0.94, 4.08, suppf,
2016-10-06,281.62, -105.37, -9.64, 1.26, 0.91, 3.93, suppf,
2016-10-07,280.78, -105.35, -10.97, 1.22, 0.89, 3.83, suppf,
2016-10-08,280.93, -105.10, -9.24, 1.25, 0.9, 3.94, suppf,
2016-10-09,280.38, -105.71, -13.47, 1.51, 1.08, 4.72, suppf,
2016-10-10,281.22, -105.95, -9.82, 1.48, 1.05, 4.63, suppf,
2016-10-11,281.52, -106.02, -12.15, 1.44, 1.04, 4.54, suppf,
2016-10-12,283.43, -109.39, -13.97, 1.76, 1.26, 5.48, suppf,
2016-10-13,281.01, -107.52, -4.12, 1.88, 1.35, 5.7, suppf,
2016-10-14,279.47, -105.84, -7.27, 1.28, 0.91, 4, suppf,
2016-10-15,280.34, -105.83, -5.90, 1.35, 0.96, 4.21, suppf,
2016-10-16,279.46, -106.75, -2.14, 1.48, 1.04, 4.62, suppf,
2016-10-17,280.92, -106.64, -6.20, 1.69, 1.23, 5.28, suppf,
2016-10-18,280.17, -105.20, -8.29, 1.59, 1.11, 4.94, suppf,
2016-10-19,281.66, -105.50, -4.57, 1.59, 1.11, 4.94, suppf,
2016-10-20,280.38, -105.43, -6.03, 2.05, 1.42, 6.33, suppf,
2016-10-21,280.79, -106.15, -9.91, 1.57, 1.09, 4.85, suppf,
2016-10-22,280.11, -106.38, -9.35, 1.49, 1.04, 4.64, suppf,
2016-10-23,280.83, -105.73, -15.20, 1.36, 0.97, 4.24, suppf,
2016-10-24,282.13, -106.46, -13.96, 1.23, 0.88, 3.84, suppf,
2016-10-25,281.89, -106.42, -11.92, 1.4, 1.03, 4.35, suppf,
2016-10-26,281.29, -107.39, -10.00, 1.35, 0.95, 4.18, suppf,
2016-10-27,282.57, -106.30, -8.21, 1.46, 1.04, 4.51, suppf,
2016-10-28,281.78, -106.79, -6.88, 1.38, 0.96, 4.3, suppf,
2016-10-29,282.90, -106.76, -9.22, 1.56, 1.08, 4.86, suppf,
2016-10-30,282.62, -106.26, -7.41, 1.47, 1.02, 4.59, suppf,
2016-10-31,283.88, -107.13, -5.54, 1.64, 1.12, 5.08, suppf,
2016-11-01,282.74, -105.06, 1.96, 1.51, 1.05, 4.7, suppf,
2016-11-02,282.17, -107.25, -0.41, 1.81, 1.25, 5.71, suppf,
2016-11-03,281.84, -106.15, -4.21, 1.6, 1.13, 5.01, suppf,
2016-11-04,282.12, -106.16, -7.16, 1.33, 0.93, 4.15, suppf,
2016-11-05,280.53, -105.98, 3.37, 1.41, 0.99, 4.4, suppf,
2016-11-06,283.61, -105.93, -6.84, 1.66, 1.13, 5.17, suppf,
2016-11-07,283.21, -106.36, -6.39, 1.4, 0.96, 4.37, suppf,
2016-11-08,282.64, -106.87, -2.25, 1.56, 1.08, 4.88, suppf,
2016-11-09,284.17, -105.67, -3.29, 1.73, 1.19, 5.43, suppf,
2016-11-10,283.31, -104.51, -3.10, 1.98, 1.35, 6.22, suppf,
2016-11-11,283.40, -105.22, 0.74, 1.83, 1.26, 5.76, suppf,
2016-11-12,283.80, -106.00, -3.26, 1.52, 1.09, 4.79, suppf,
2016-11-13,283.90, -104.75, -1.29, 1.58, 1.09, 4.93, suppf,
2016-11-14,283.96, -105.50, -1.44, 1.79, 1.24, 5.63, suppf,
2016-11-15,285.21, -106.65, -3.80, 1.71, 1.18, 5.38, suppf,
2016-11-16,284.64, -106.47, -6.13, 1.26, 0.89, 3.97, suppf,
2016-11-17,286.14, -106.78, -11.85, 1.44, 1.02, 4.54, suppf,
2016-11-18,285.33, -107.21, -11.52, 1.72, 1.19, 5.42, suppf,
2016-11-19,284.72, -105.69, -14.00, 1.44, 1, 4.53, suppf,
2016-11-20,286.35, -107.66, -10.14, 1.71, 1.18, 5.38, suppf,
2016-11-21,285.92, -106.20, -3.02, 1.51, 1.06, 4.78, suppf,
2016-11-22,285.32, -107.46, -7.26, 1.34, 0.94, 4.22, suppf,
2016-11-23,285.30, -106.78, -8.70, 1.3, 0.91, 4.09, suppf,
2016-11-24,284.70, -107.43, -6.49, 1.35, 0.96, 4.26, suppf,
2016-11-25,286.13, -108.05, -4.53, 1.34, 0.95, 4.22, suppf,
2016-11-26,285.03, -106.18, -4.49, 1.41, 1, 4.41, suppf,
2016-11-27,285.26, -107.48, 1.44, 1.37, 0.98, 4.34, final,
2016-11-28,283.97, -108.83, 0.87, 1.43, 1.02, 4.5, final,
2016-11-29,284.12, -106.43, -0.05, 1.41, 1, 4.44, final,
2016-11-30,285.35, -107.90, -3.72, 1.36, 0.97, 4.27, final,
2016-12-01,285.95, -107.81, -4.23, 1.71, 1.22, 5.35, final,
2016-12-02,285.33, -107.20, -5.47, 1.47, 1.05, 4.63, final,
2016-12-03,284.92, -108.59, -7.02, 1.26, 0.91, 3.99, final,
2016-12-04,287.07, -108.55, -10.37, 1.29, 0.92, 4.08, suppf,
2016-12-05,287.49, -108.97, -18.95, 1.2, 0.86, 3.79, suppf,
2016-12-06,287.55, -108.64, -16.80, 1.31, 0.94, 4.15, suppf,
2016-12-07,288.74, -108.89, -20.28, 1.35, 0.97, 4.28, suppf,
2016-12-08,288.11, -109.42, -19.40, 1.31, 0.94, 4.16, suppf,
2016-12-09,287.82, -109.39, -17.90, 1.39, 0.99, 4.39, suppf,
2016-12-10,287.65, -109.33, -16.04, 1.32, 0.95, 4.18, suppf,
2016-12-11,288.80, -109.36, -15.54, 1.26, 0.91, 3.98, suppf,
2016-12-12,287.82, -109.62, -18.85, 1.24, 0.9, 3.93, suppf,
2016-12-13,287.51, -111.35, -19.24, 1.37, 0.99, 4.33, suppf,
2016-12-14,289.13, -110.15, -17.69, 1.3, 0.95, 4.13, suppf,
2016-12-15,288.47, -109.72, -16.08, 1.36, 0.98, 4.34, suppf,
2016-12-16,288.11, -110.86, -12.00, 1.39, 1, 4.42, suppf,
2016-12-17,288.38, -110.01, -13.08, 1.54, 1.12, 5, suppf,
2016-12-18,288.20, -109.41, -2.14, 1.44, 1.05, 4.6, final,
2016-12-19,288.29, -109.56, 3.36, 1.58, 1.15, 4.97, final,
2016-12-20,286.35, -107.99, -4.13, 1.29, 0.94, 4.1, final,
2016-12-21,287.00, -111.68, -5.17, 1.26, 0.91, 4.01, final,
2016-12-22,288.78, -111.61, -8.99, 1.42, 1.02, 4.5, final,
2016-12-23,288.13, -111.11, -8.59, 1.37, 1, 4.37, final,
2016-12-24,289.38, -110.78, -8.28, 1.48, 1.08, 4.71, final,
2016-12-25,290.71, -110.64, -8.00, 1.32, 0.96, 4.21, final,
2016-12-26,286.81, -108.50, -3.00, 1.41, 1.03, 4.49, final,
2016-12-27,289.89, -109.61, -2.81, 1.39, 1.02, 4.42, final,
2016-12-28,290.25, -111.01, -8.36, 1.34, 0.99, 4.28, final,
2016-12-29,289.26, -110.66, -11.40, 1.37, 1.01, 4.39, final,
2016-12-30,290.65, -110.78, -12.61, 1.64, 1.18, 5.16, final,
2016-12-31,292.64, -111.33, -14.76, 1.84, 1.32, 5.86, final,
2017-01-01,290.50, -110.20, -14.28, 1.27, 0.94, 4.06, final,
2017-01-02,290.91, -110.86, -21.30, 1.27, 0.92, 4.03, final,
2017-01-03,291.18, -110.88, -24.06, 1.21, 0.88, 3.85, final,
2017-01-04,291.08, -111.00, -23.61, 1.3, 0.95, 4.13, final,
2017-01-05,297.66, -118.25, -20.80, 2.1, 1.47, 6.65, final,
2017-01-06,294.73, -114.07, -25.15, 1.87, 1.34, 5.94, final,
2017-01-07,291.40, -111.85, -16.41, 1.4, 1.02, 4.45, final,
2017-01-08,291.54, -111.92, -13.66, 1.22, 0.91, 3.92, final,
2017-01-09,292.00, -112.42, -10.45, 1.21, 0.91, 3.89, final,
2017-01-10,291.52, -112.01, -10.29, 1.22, 0.92, 3.99, final,
2017-01-11,291.43, -112.06, -10.29, 1.2, 0.9, 3.87, final,
2017-01-12,290.50, -112.57, -8.56, 1.19, 0.9, 3.83, final,
2017-01-13,291.17, -112.85, -4.87, 1.33, 1, 4.29, final,
2017-01-14,290.83, -112.11, -8.33, 1.33, 1, 4.29, final,
2017-01-15,290.09, -112.52, -9.26, 1.31, 0.98, 4.22, final,
2017-01-16,282.44, -112.86, -0.49, 1.45, 1.09, 4.64, final,
2017-01-17,280.34, -113.80, 3.84, 1.58, 1.19, 5.12, final,
2017-01-18,280.45, -113.03, 4.03, 1.41, 1.05, 4.44, final,
2017-01-19,284.41, -113.50, 1.91, 1.5, 1.11, 4.75, final,
2017-01-20,289.33, -113.15, 0.82, 1.29, 0.96, 4.09, final,
2017-01-21,292.09, -112.36, -4.23, 1.32, 0.99, 4.21, final,
2017-01-22,292.33, -112.83, -8.81, 1.31, 0.97, 4.15, final,
2017-01-23,292.90, -112.42, -12.06, 1.4, 1.04, 4.45, final,
2017-01-24,292.85, -112.08, -8.17, 1.48, 1.1, 4.72, final,
2017-01-25,293.37, -112.27, -10.69, 1.4, 1.04, 4.43, final,
2017-01-26,294.01, -111.09, -12.09, 1.44, 1.09, 4.64, final,
2017-01-27,292.84, -111.35, -11.33, 1.52, 1.13, 4.8, final,
2017-01-28,293.85, -110.57, -15.36, 1.38, 1.05, 4.37, final,
2017-01-29,293.85, -111.50, -18.72, 1.33, 1.03, 4.24, final,
2017-01-30,295.49, -111.20, -22.41, 1.52, 1.16, 4.85, final,
2017-01-31,296.00, -111.43, -23.80, 1.43, 1.08, 4.57, final,
2017-02-01,295.27, -111.71, -29.79, 1.45, 1.11, 4.6, final,
2017-02-02,294.67, -112.77, -26.76, 1.3, 1.01, 4.16, final,
2017-02-03,294.79, -112.62, -25.29, 1.29, 1, 4.13, final,
2017-02-04,295.47, -112.92, -20.51, 1.23, 0.95, 3.98, final,
2017-02-05,294.43, -112.31, -19.01, 1.2, 0.93, 3.85, final,
2017-02-06,294.80, -112.79, -18.65, 1.31, 1.02, 4.24, final,
2017-02-07,294.74, -112.47, -17.71, 1.27, 0.98, 4.08, final,
2017-02-08,295.01, -113.77, -15.50, 1.26, 0.95, 3.96, final,
2017-02-09,293.07, -114.13, -11.18, 1.33, 1.02, 4.28, final,
2017-02-10,293.00, -115.56, -6.34, 1.29, 0.99, 4.19, final,
2017-02-11,293.15, -115.48, -12.02, 1.35, 1.03, 4.33, final,
2017-02-12,293.50, -115.62, -15.08, 1.3, 0.99, 4.16, final,
2017-02-13,296.63, -113.91, -16.12, 1.48, 1.1, 4.74, final,
2017-02-14,295.98, -112.54, -12.04, 1.59, 1.19, 5.1, final,
2017-02-15,294.87, -112.47, -14.85, 1.55, 1.17, 4.97, final,
2017-02-16,297.85, -112.03, -7.07, 1.5, 1.13, 4.79, final,
2017-02-17,298.07, -112.13, -12.48, 1.48, 1.13, 4.72, final,
2017-02-18,296.78, -112.43, -12.69, 1.35, 1.05, 4.36, final,
2017-02-19,297.03, -112.72, -11.77, 1.3, 1.01, 4.25, final,
2017-02-20,296.31, -113.27, -15.47, 1.27, 0.99, 4.07, final,
2017-02-21,296.38, -113.69, -18.10, 1.31, 1.01, 4.17, final,
2017-02-22,297.94, -113.12, -24.29, 1.27, 0.98, 4.01, final,
2017-02-23,297.90, -114.12, -24.30, 1.35, 1.02, 4.24, final,
2017-02-24,298.05, -114.12, -27.45, 1.41, 1.08, 4.46, final,
2017-02-25,297.12, -112.92, -29.17, 1.86, 1.4, 5.94, final,
2017-02-26,297.27, -115.58, -17.05, 1.45, 1.12, 4.58, final,
2017-02-27,298.00, -115.30, -17.17, 1.45, 1.12, 4.6, final,
2017-02-28,298.72, -114.33, -18.97, 1.51, 1.17, 4.79, final,
2017-03-01,296.23, -114.70, -22.68, 1.41, 1.09, 4.5, final,
2017-03-02,298.13, -114.94, -24.38, 1.41, 1.1, 4.55, final,
2017-03-03,298.71, -115.83, -23.20, 1.57, 1.21, 5.01, final,
2017-03-04,298.09, -115.33, -18.87, 1.5, 1.13, 4.73, final,
2017-03-05,299.25, -117.13, -15.40, 1.47, 1.15, 4.7, rapid,
2017-03-06,299.40, -116.15, -19.35, 1.45, 1.12, 4.64, rapid,
2017-03-07,298.64, -115.74, -15.94, 1.33, 1.04, 4.27, rapid,
2017-03-08,298.85, -115.23, -15.54, 1.43, 1.11, 4.61, rapid,
2017-03-09,299.72, -116.10, -20.66, 1.32, 1.03, 4.22, rapid,
2017-03-10,299.59, -116.25, -18.27, 1.32, 1.01, 4.14, rapid,
2017-03-11,298.83, -115.55, -20.02, 1.28, 1, 4.09, rapid,
2017-03-12,297.83, -115.78, -14.57, 1.22, 0.93, 3.87, rapid,
2017-03-13,299.57, -116.06, -16.49, 1.39, 1.07, 4.39, rapid,
2017-03-15,299.14, -116.37, -11.27, 1.25, 0.95, 3.97, rapid,
2017-03-16,299.59, -116.47, -12.12, 1.28, 0.99, 4.03, rapid,
2017-03-17,300.80, -117.40, -12.26, 1.3, 0.99, 4.1, rapid,
2017-03-18,300.27, -117.21, -13.01, 1.25, 0.95, 3.95, rapid,
2017-03-19,301.46, -117.15, -11.94, 1.26, 0.97, 3.97, rapid,
2017-03-20,301.05, -117.62, -8.68, 1.39, 1.06, 4.37, rapid,


