PBO Station Position Time Series.
Format Version, 1.2.0
Reference Frame, NAM08
4-character ID, AC79
Station name, Montague2_AK2010
Begin Date, 2010-07-30
End Date, 2017-03-20
Release Date, 2017-03-22
Source file, AC79.pbo.nam08.pos
Offset from source file, 93.99 mm North, -35.44 mm East, -7.68 mm Vertical
Reference position, 59.9978699330 North Latitude, -147.4030448395 East Longitude, 287.76134 meters elevation
Date, North (mm), East (mm), Vertical (mm), North Std. Deviation (mm), East Std. Deviation (mm), Vertical Std. Deviation (mm), Quality,
2011-07-08,41.19, -17.40, -6.75, 1.46, 1.09, 4.6, repro,
2011-07-09,41.42, -18.43, -4.10, 1.56, 1.15, 4.87, repro,
2011-07-10,40.79, -17.96, -8.45, 1.58, 1.2, 4.88, repro,
2011-07-11,40.22, -18.84, -7.84, 1.52, 1.12, 4.79, repro,
2011-07-12,40.61, -20.32, -11.90, 2.1, 1.52, 6.54, repro,
2011-07-13,41.32, -19.07, -9.02, 1.78, 1.33, 5.51, repro,
2011-07-14,41.05, -18.03, -2.84, 1.74, 1.25, 5.35, repro,
2011-07-15,41.51, -18.28, 1.13, 1.44, 1.08, 4.5, repro,
2011-07-16,41.61, -19.55, -1.44, 1.42, 1.07, 4.42, repro,
2011-07-17,41.69, -19.35, -5.88, 1.5, 1.13, 4.7, repro,
2011-07-18,41.97, -19.52, 0.95, 1.51, 1.13, 4.7, repro,
2011-07-19,41.49, -18.72, -3.88, 1.57, 1.18, 4.94, repro,
2011-07-20,41.36, -19.21, -0.67, 1.49, 1.11, 4.67, repro,
2011-07-21,41.78, -17.76, -6.70, 1.89, 1.38, 5.92, repro,
2011-07-22,42.14, -20.02, -2.77, 1.51, 1.13, 4.76, repro,
2011-07-23,41.96, -19.89, -2.35, 1.54, 1.15, 4.88, repro,
2011-07-24,43.09, -19.51, -1.72, 1.8, 1.33, 5.65, repro,
2011-07-25,42.09, -19.20, -0.25, 1.44, 1.07, 4.51, repro,
2011-07-26,42.23, -18.85, -1.55, 1.43, 1.07, 4.47, repro,
2011-07-27,42.73, -19.10, 2.18, 1.57, 1.16, 4.87, repro,
2011-07-28,42.40, -18.48, -8.36, 1.46, 1.08, 4.56, repro,
2011-07-29,41.26, -18.52, -7.54, 1.44, 1.07, 4.51, repro,
2011-07-30,41.05, -18.93, -4.27, 1.56, 1.15, 4.86, repro,
2011-07-31,41.58, -19.44, -1.34, 1.56, 1.15, 4.84, repro,
2011-08-01,42.93, -18.48, -4.08, 1.66, 1.22, 5.14, repro,
2011-08-02,44.51, -19.79, -4.58, 1.65, 1.22, 5.14, repro,
2011-08-03,47.05, -20.14, -0.31, 1.86, 1.38, 5.8, repro,
2011-08-04,44.02, -15.56, 2.56, 1.9, 1.4, 5.97, repro,
2011-08-05,45.14, -16.46, -1.37, 1.97, 1.47, 6.18, repro,
2011-08-06,44.34, -16.36, 0.30, 1.7, 1.27, 5.28, repro,
2011-08-07,45.06, -16.60, 0.90, 1.73, 1.3, 5.44, repro,
2011-08-08,46.01, -16.44, 4.45, 1.52, 1.14, 4.8, repro,
2011-08-09,44.70, -16.45, -0.22, 1.59, 1.22, 5.08, repro,
2011-08-10,45.15, -16.95, -3.10, 1.42, 1.08, 4.51, repro,
2011-08-11,44.74, -17.39, -5.81, 1.87, 1.42, 5.87, repro,
2011-08-12,45.06, -17.32, 2.70, 1.52, 1.15, 4.76, repro,
2011-08-13,44.62, -18.03, 2.30, 1.74, 1.27, 5.4, repro,
2011-08-14,44.89, -18.27, 1.68, 1.85, 1.34, 5.78, repro,
2011-08-15,45.06, -18.10, 0.45, 1.46, 1.08, 4.56, repro,
2011-08-16,44.28, -17.26, 5.71, 1.51, 1.11, 4.73, repro,
2011-08-17,45.48, -17.76, -0.09, 1.48, 1.08, 4.65, repro,
2011-08-18,46.08, -18.43, 5.59, 1.65, 1.21, 5.21, repro,
2011-08-19,45.61, -17.88, 0.83, 1.59, 1.16, 5.01, repro,
2011-08-20,48.36, -16.33, 7.35, 1.88, 1.36, 5.9, repro,
2011-08-21,46.08, -16.61, 6.24, 1.44, 1.07, 4.49, repro,
2011-08-22,47.51, -17.87, 6.94, 1.49, 1.12, 4.59, repro,
2011-08-23,46.90, -17.67, 5.50, 1.71, 1.22, 5.28, repro,
2011-08-24,47.38, -18.03, 0.17, 1.86, 1.34, 5.8, repro,
2011-08-25,47.05, -17.03, -0.22, 1.76, 1.27, 5.38, repro,
2011-08-26,47.51, -17.98, -0.42, 1.55, 1.15, 4.92, repro,
2011-08-27,47.82, -17.66, -1.39, 1.59, 1.15, 4.96, repro,
2011-08-28,47.94, -16.47, 2.37, 1.47, 1.06, 4.6, repro,
2011-08-29,47.55, -17.50, 2.50, 1.47, 1.06, 4.59, repro,
2011-08-30,46.87, -16.87, 0.32, 1.52, 1.11, 4.71, repro,
2011-08-31,48.92, -17.50, 0.61, 1.6, 1.16, 4.97, repro,
2011-09-01,48.70, -17.49, 4.16, 1.46, 1.08, 4.68, repro,
2011-09-02,50.27, -18.17, 0.79, 1.81, 1.32, 5.72, repro,
2011-09-03,49.26, -17.72, 0.02, 1.66, 1.18, 5.14, repro,
2011-09-04,48.67, -17.57, 8.23, 1.52, 1.1, 4.73, repro,
2011-09-05,49.58, -18.33, 8.28, 1.64, 1.19, 5.06, repro,
2011-09-06,49.77, -16.96, 10.02, 1.76, 1.26, 5.46, repro,
2011-09-07,50.33, -17.70, 5.46, 1.51, 1.1, 4.69, repro,
2011-09-08,50.46, -16.73, 1.76, 1.62, 1.18, 5.08, repro,
2011-09-09,49.72, -17.08, 3.28, 1.57, 1.14, 4.88, repro,
2011-09-10,49.90, -17.27, 2.41, 1.51, 1.11, 4.79, repro,
2011-09-11,50.34, -19.12, 0.46, 1.49, 1.09, 4.69, repro,
2011-09-12,50.40, -17.63, 1.27, 2.04, 1.51, 6.41, repro,
2011-09-13,49.71, -17.96, 2.94, 1.95, 1.4, 6.03, repro,
2011-09-14,49.91, -18.05, 1.61, 2.08, 1.49, 6.54, repro,
2011-09-15,52.16, -18.16, 5.47, 1.66, 1.2, 5.16, repro,
2011-09-16,53.42, -19.94, -0.86, 1.53, 1.12, 4.78, repro,
2011-09-17,52.52, -18.19, 2.32, 1.93, 1.43, 6.14, repro,
2011-09-18,49.43, -18.18, 8.46, 1.61, 1.17, 5.04, repro,
2011-09-19,51.22, -18.91, 7.68, 1.77, 1.28, 5.54, repro,
2011-09-20,52.87, -17.74, 6.64, 2.01, 1.45, 6.23, repro,
2011-09-21,49.61, -17.38, 12.15, 1.84, 1.33, 5.8, repro,
2011-09-22,49.77, -18.67, 8.86, 1.67, 1.22, 5.2, repro,
2011-09-23,49.51, -18.22, 5.95, 1.74, 1.28, 5.47, repro,
2011-09-24,51.51, -18.86, 7.84, 1.91, 1.4, 5.94, repro,
2011-09-25,51.58, -18.85, 4.90, 1.72, 1.26, 5.36, repro,
2011-09-26,52.17, -19.02, 7.70, 1.64, 1.2, 5.04, repro,
2011-09-27,51.18, -19.59, 9.31, 1.44, 1.08, 4.54, repro,
2011-09-28,51.92, -20.55, -3.02, 1.92, 1.41, 6.1, repro,
2011-09-29,51.20, -18.99, 2.40, 1.65, 1.24, 5.24, repro,
2011-09-30,51.20, -19.14, 1.76, 1.7, 1.29, 5.43, repro,
2011-10-01,53.81, -19.85, -0.47, 1.49, 1.15, 4.76, repro,
2011-10-02,52.72, -18.10, 4.91, 1.61, 1.23, 5.14, repro,
2011-10-03,53.39, -19.30, 2.28, 1.67, 1.27, 5.35, repro,
2011-10-04,53.39, -18.38, 1.97, 1.53, 1.17, 4.81, repro,
2011-10-05,52.89, -18.99, 3.79, 1.64, 1.26, 5.12, repro,
2011-10-06,54.63, -18.88, 1.21, 1.88, 1.42, 5.92, repro,
2011-10-07,53.64, -19.36, 1.07, 1.52, 1.17, 4.88, repro,
2011-10-08,54.09, -19.12, -0.44, 1.51, 1.17, 4.79, repro,
2011-10-09,53.48, -18.90, 1.80, 1.44, 1.12, 4.54, repro,
2011-10-10,53.21, -19.28, 4.15, 1.65, 1.26, 5.16, repro,
2011-10-11,53.25, -19.62, 0.60, 1.48, 1.14, 4.67, repro,
2011-10-12,52.70, -19.18, -0.64, 1.43, 1.08, 4.44, repro,
2011-10-13,54.01, -19.93, -2.05, 1.43, 1.1, 4.49, repro,
2011-10-14,55.50, -20.67, -4.42, 1.61, 1.24, 5.12, repro,
2011-10-15,55.02, -19.76, 1.22, 1.61, 1.23, 5.05, repro,
2011-10-16,54.06, -19.41, -0.13, 1.46, 1.13, 4.61, repro,
2011-10-17,55.34, -19.82, -3.47, 1.46, 1.13, 4.61, repro,
2011-10-18,53.82, -18.53, -0.07, 1.42, 1.1, 4.48, repro,
2011-10-19,55.12, -19.70, -0.23, 1.46, 1.13, 4.61, repro,
2011-10-20,56.16, -19.62, -0.06, 1.6, 1.23, 5.05, repro,
2011-10-21,58.02, -21.30, -3.13, 1.43, 1.09, 4.58, repro,
2011-10-22,56.48, -19.74, 2.28, 1.51, 1.17, 4.84, repro,
2011-10-23,55.68, -20.55, 0.66, 1.5, 1.17, 4.79, repro,
2011-10-24,56.64, -20.22, -1.11, 1.67, 1.28, 5.28, repro,
2011-10-25,55.47, -19.14, -1.92, 1.72, 1.31, 5.43, repro,
2011-10-26,55.57, -20.15, 2.34, 1.54, 1.19, 4.88, repro,
2011-10-27,55.96, -20.87, -0.18, 1.56, 1.2, 4.94, repro,
2011-10-28,56.00, -20.24, 0.87, 1.4, 1.07, 4.45, repro,
2011-10-29,56.83, -21.04, 4.24, 1.56, 1.18, 4.91, repro,
2011-10-30,56.47, -21.39, 4.40, 1.57, 1.2, 4.96, repro,
2011-10-31,56.22, -21.14, -0.09, 1.55, 1.18, 4.87, repro,
2011-11-01,54.83, -21.29, 1.45, 1.74, 1.28, 5.38, repro,
2011-11-02,55.84, -20.09, -2.93, 1.83, 1.37, 5.7, repro,
2011-11-03,56.62, -20.24, -2.46, 1.52, 1.15, 4.8, repro,
2011-11-04,58.66, -21.36, 0.81, 1.45, 1.1, 4.55, repro,
2011-11-05,58.04, -21.85, -5.06, 1.41, 1.07, 4.37, repro,
2011-11-06,57.24, -21.34, -4.52, 1.6, 1.21, 5.07, repro,
2011-11-07,54.92, -19.86, -1.34, 1.67, 1.25, 5.24, repro,
2011-11-08,57.03, -20.83, 0.37, 1.52, 1.17, 4.81, repro,
2011-11-09,56.04, -20.99, -3.58, 1.57, 1.2, 4.89, repro,
2011-11-10,54.72, -22.33, -0.75, 1.64, 1.23, 5.13, repro,
2011-11-11,59.49, -25.75, -0.25, 2.22, 1.62, 6.89, repro,
2011-11-12,56.78, -23.61, 5.89, 1.63, 1.22, 5.02, repro,
2011-11-13,60.17, -25.79, 3.55, 1.59, 1.19, 4.87, repro,
2011-11-14,60.68, -25.52, -1.61, 1.69, 1.25, 5.19, repro,
2011-11-15,59.17, -23.23, -2.68, 1.52, 1.12, 4.72, repro,
2011-11-16,59.56, -21.55, -4.36, 1.47, 1.1, 4.49, repro,
2011-11-17,59.23, -22.91, -1.74, 1.57, 1.18, 4.82, repro,
2011-11-18,57.91, -22.89, -7.16, 1.37, 1.04, 4.18, repro,
2011-11-19,58.21, -23.69, -6.14, 1.34, 1.01, 4.11, repro,
2011-11-20,59.50, -24.55, 2.62, 1.46, 1.09, 4.5, repro,
2011-11-21,57.41, -23.64, 1.94, 1.39, 1.04, 4.27, repro,
2011-11-22,58.04, -24.65, 6.55, 1.46, 1.11, 4.47, repro,
2011-11-23,57.90, -24.37, 1.00, 1.59, 1.19, 4.83, repro,
2011-11-24,57.35, -24.90, 2.21, 1.46, 1.08, 4.49, repro,
2011-11-25,58.89, -25.01, -0.10, 1.52, 1.12, 4.65, repro,
2011-11-26,57.63, -24.30, -4.01, 1.5, 1.1, 4.58, repro,
2011-11-27,59.60, -25.51, 0.46, 1.48, 1.09, 4.55, repro,
2011-11-28,58.18, -24.60, 0.17, 1.43, 1.06, 4.38, repro,
2011-11-29,57.30, -24.87, -4.91, 1.56, 1.21, 4.83, repro,
2011-11-30,62.41, -24.07, -6.45, 1.81, 1.34, 5.65, repro,
2011-12-01,57.11, -25.46, -3.29, 1.68, 1.23, 5.15, repro,
2011-12-02,60.64, -26.53, -7.90, 1.67, 1.24, 5.11, repro,
2011-12-03,61.43, -24.81, -13.51, 1.74, 1.31, 5.36, repro,
2011-12-04,62.10, -25.34, -9.30, 1.71, 1.25, 5.23, repro,
2011-12-05,60.73, -25.88, -3.03, 1.84, 1.35, 5.63, repro,
2011-12-06,61.07, -23.99, -6.39, 1.6, 1.18, 4.91, repro,
2011-12-07,62.30, -22.75, -4.40, 1.54, 1.16, 4.76, repro,
2011-12-08,62.52, -23.59, -3.68, 1.52, 1.12, 4.63, repro,
2011-12-09,61.92, -23.91, -5.21, 1.47, 1.09, 4.47, repro,
2011-12-10,60.58, -23.58, -5.37, 1.4, 1.09, 4.28, repro,
2011-12-11,64.57, -24.45, -5.87, 1.75, 1.27, 5.31, repro,
2011-12-12,60.55, -23.30, 0.79, 1.66, 1.22, 5, repro,
2011-12-13,61.32, -24.18, -1.80, 1.5, 1.12, 4.5, repro,
2011-12-14,63.31, -23.97, -5.47, 1.54, 1.14, 4.66, repro,
2011-12-15,63.39, -23.09, -1.99, 1.69, 1.21, 5.13, repro,
2011-12-16,64.93, -23.71, -4.60, 1.74, 1.24, 5.23, repro,
2011-12-17,66.28, -23.58, -8.81, 1.67, 1.19, 5.03, repro,
2011-12-18,65.27, -23.62, 1.01, 1.73, 1.22, 5.22, repro,
2011-12-19,61.69, -24.23, 2.20, 1.52, 1.08, 4.61, repro,
2011-12-20,64.93, -25.56, -5.89, 1.71, 1.23, 5.21, repro,
2011-12-21,66.68, -23.96, -7.79, 1.72, 1.22, 5.22, repro,
2011-12-22,61.52, -23.92, -0.20, 1.51, 1.07, 4.56, repro,
2011-12-23,62.66, -25.12, 2.40, 1.33, 0.95, 4.05, repro,
2011-12-24,63.10, -24.64, -2.70, 1.37, 0.98, 4.17, repro,
2011-12-25,62.11, -25.47, -2.04, 1.37, 0.98, 4.17, repro,
2011-12-26,63.09, -25.53, 0.53, 1.36, 0.97, 4.11, repro,
2011-12-27,62.87, -26.05, 2.60, 1.39, 0.99, 4.19, repro,
2011-12-28,62.99, -26.07, -0.31, 1.3, 0.94, 3.95, repro,
2011-12-29,63.25, -27.08, -0.78, 1.34, 0.97, 4.05, repro,
2011-12-30,63.09, -27.31, -3.68, 1.34, 0.98, 4.08, repro,
2011-12-31,63.24, -26.73, -2.72, 1.33, 0.95, 4.04, repro,
2012-01-01,63.02, -25.68, -5.62, 1.35, 0.97, 4.12, repro,
2012-01-02,62.81, -26.75, -1.59, 1.57, 1.14, 4.76, repro,
2012-01-03,62.85, -26.53, -6.25, 1.33, 0.96, 4.05, repro,
2012-01-04,62.66, -27.23, -2.18, 1.39, 1, 4.24, repro,
2012-01-05,64.28, -26.99, -3.33, 1.5, 1.06, 4.51, repro,
2012-01-06,64.16, -27.79, -7.32, 1.5, 1.09, 4.6, repro,
2012-01-07,63.77, -28.12, -3.20, 1.38, 0.97, 4.22, repro,
2012-01-08,63.70, -29.24, -4.78, 1.55, 1.1, 4.71, repro,
2012-01-09,66.92, -30.02, -15.20, 1.74, 1.22, 5.27, repro,
2012-01-10,65.93, -27.63, -8.36, 1.54, 1.09, 4.67, repro,
2012-01-11,67.23, -26.93, -9.14, 1.68, 1.17, 5.12, repro,
2012-01-12,65.41, -27.89, -7.65, 1.51, 1.05, 4.61, repro,
2012-01-13,64.79, -27.70, -8.53, 1.45, 1.01, 4.4, repro,
2012-01-14,61.09, -23.69, -9.90, 1.78, 1.25, 5.41, repro,
2012-01-15,65.84, -27.81, -17.63, 1.46, 1.03, 4.51, repro,
2012-01-16,64.32, -26.73, -14.40, 1.42, 1.01, 4.27, repro,
2012-01-17,65.56, -28.20, -14.70, 2.58, 2.42, 7.13, repro,
2012-01-18,66.78, -28.89, -9.18, 1.38, 0.98, 4.18, repro,
2012-01-19,66.04, -29.35, -8.52, 2.41, 2.11, 6.91, repro,
2012-01-20,65.83, -28.48, -3.88, 1.41, 1.01, 4.27, repro,
2012-01-21,66.57, -28.88, -0.79, 1.55, 1.09, 4.69, repro,
2012-01-22,65.77, -28.46, -0.89, 1.52, 1.09, 4.62, repro,
2012-01-23,64.24, -28.43, -1.18, 1.52, 1.08, 4.62, repro,
2012-01-24,65.12, -29.04, -0.22, 1.62, 1.18, 4.93, repro,
2012-01-25,64.28, -28.78, 0.58, 1.61, 1.19, 4.89, repro,
2012-01-26,65.77, -29.18, -4.33, 1.37, 0.98, 4.23, repro,
2012-01-27,65.57, -28.80, -8.46, 1.46, 1.07, 4.45, repro,
2012-01-28,66.05, -29.10, -9.05, 1.45, 1.08, 4.41, repro,
2012-01-29,66.05, -29.50, -4.56, 1.41, 1.01, 4.32, repro,
2012-01-30,67.69, -30.67, -7.00, 1.39, 1.01, 4.22, repro,
2012-01-31,67.04, -30.72, -5.54, 1.36, 0.97, 4.18, repro,
2012-02-01,67.67, -30.20, -3.54, 1.49, 1.08, 4.58, repro,
2012-02-02,67.94, -28.58, -0.08, 1.81, 1.31, 5.62, repro,
2012-02-03,67.66, -30.40, -4.83, 1.67, 1.2, 5.13, repro,
2012-02-04,68.10, -29.06, -17.27, 1.61, 1.15, 4.94, repro,
2012-02-05,67.47, -29.37, -13.84, 1.75, 1.27, 5.34, repro,
2012-02-06,68.23, -29.16, -15.13, 1.63, 1.17, 4.94, repro,
2012-02-07,67.56, -28.77, -16.83, 1.53, 1.12, 4.62, repro,
2012-02-08,67.87, -29.77, -6.58, 1.67, 1.18, 5.08, repro,
2012-02-09,68.41, -28.75, -9.41, 1.68, 1.22, 5.06, repro,
2012-02-10,67.11, -29.89, -11.01, 1.56, 1.1, 4.67, repro,
2012-02-11,70.49, -28.95, -12.18, 1.71, 1.68, 5.24, repro,
2012-02-12,69.22, -28.22, -12.52, 1.65, 1.21, 4.95, repro,
2012-02-13,72.20, -30.02, -6.17, 1.84, 1.29, 5.55, repro,
2012-02-14,65.86, -28.63, -11.94, 1.65, 1.19, 4.96, repro,
2012-02-15,71.96, -29.66, -12.68, 1.64, 1.15, 4.98, repro,
2012-02-16,72.99, -28.53, -8.28, 1.59, 1.11, 4.76, repro,
2012-02-17,70.81, -29.50, -15.41, 1.69, 1.18, 5.04, repro,
2012-02-18,70.39, -30.29, -14.92, 1.63, 1.14, 4.88, repro,
2012-02-19,71.85, -30.33, -9.98, 1.54, 1.11, 4.66, repro,
2012-02-20,70.30, -30.53, -8.70, 2.81, 2.38, 7.86, repro,
2012-02-21,70.20, -30.92, -9.92, 1.47, 1.04, 4.39, repro,
2012-02-22,69.98, -28.49, -11.29, 1.53, 1.09, 4.62, repro,
2012-02-23,70.58, -30.87, -12.47, 1.59, 1.18, 4.79, repro,
2012-02-24,69.31, -30.14, -15.63, 1.45, 1.09, 4.42, repro,
2012-02-25,70.64, -30.59, -16.45, 1.45, 1.14, 4.45, repro,
2012-02-26,71.37, -30.27, -12.56, 1.45, 1.08, 4.48, repro,
2012-02-27,69.60, -31.27, -8.48, 1.67, 1.19, 5.1, repro,
2012-02-28,71.09, -31.95, -10.62, 1.56, 1.16, 4.78, repro,
2012-02-29,71.45, -31.72, -13.36, 1.63, 1.21, 4.93, repro,
2012-03-01,71.24, -32.17, -10.48, 1.62, 1.21, 4.94, repro,
2012-03-02,71.34, -30.49, -11.01, 1.76, 1.54, 5.33, repro,
2012-03-03,70.83, -31.61, -12.09, 1.65, 1.56, 5.08, repro,
2012-03-04,70.58, -31.16, -14.83, 1.64, 1.55, 4.95, repro,
2012-03-05,72.58, -32.67, -15.60, 1.68, 1.6, 5.19, repro,
2012-03-06,73.97, -33.58, -14.37, 1.74, 1.4, 5.38, repro,
2012-03-07,73.62, -33.05, -12.05, 1.87, 1.36, 5.73, repro,
2012-03-08,72.21, -32.16, -12.59, 1.51, 1.37, 4.63, repro,
2012-03-09,71.28, -32.96, -4.60, 1.7, 1.29, 5.22, repro,
2012-03-10,72.75, -32.60, -7.90, 1.5, 1.1, 4.57, repro,
2012-03-11,72.73, -32.52, -10.48, 1.43, 1.07, 4.37, repro,
2012-03-12,72.97, -32.93, -13.43, 1.49, 1.15, 4.59, repro,
2012-03-13,72.74, -32.48, -10.57, 1.51, 1.18, 4.59, repro,
2012-03-14,73.22, -32.96, -7.75, 1.55, 1.55, 4.78, repro,
2012-03-15,73.49, -32.64, -10.26, 1.77, 1.64, 5.3, repro,
2012-03-16,72.93, -33.08, -8.75, 1.51, 1.52, 4.67, repro,
2012-03-17,73.88, -33.02, -10.67, 1.63, 1.62, 4.97, repro,
2012-03-18,74.02, -33.32, -10.18, 1.55, 1.53, 4.81, repro,
2012-03-19,73.97, -33.07, -12.96, 1.61, 1.67, 5, repro,
2012-03-20,73.15, -32.79, -15.41, 1.44, 1.55, 4.49, repro,
2012-03-21,73.00, -32.97, -15.36, 1.48, 1.53, 4.56, repro,
2012-03-22,74.08, -32.49, -18.95, 1.49, 1.52, 4.57, repro,
2012-03-23,73.42, -31.95, -20.69, 1.54, 1.56, 4.75, repro,
2012-03-24,73.92, -31.65, -18.29, 1.54, 1.51, 4.73, repro,
2012-03-25,74.09, -33.31, -16.55, 1.52, 1.15, 4.63, repro,
2012-03-26,74.67, -33.09, -14.47, 1.55, 1.21, 4.73, repro,
2012-03-27,75.72, -33.72, -12.33, 1.6, 1.23, 4.93, repro,
2012-03-28,75.47, -34.18, -11.99, 1.69, 1.58, 5.2, repro,
2012-03-29,74.81, -33.19, -8.51, 1.66, 1.22, 5.13, repro,
2012-03-30,74.82, -33.35, -10.04, 1.58, 1.21, 4.83, repro,
2012-03-31,77.11, -33.16, -12.38, 1.72, 1.31, 5.31, repro,
2012-04-01,75.88, -32.21, -17.40, 1.57, 1.22, 4.79, repro,
2012-04-02,75.78, -32.77, -16.15, 1.55, 1.18, 4.77, repro,
2012-04-03,75.17, -33.10, -14.85, 1.54, 1.18, 4.73, repro,
2012-04-04,75.85, -33.76, -17.45, 1.57, 1.2, 4.82, repro,
2012-04-05,78.70, -33.63, -16.57, 1.69, 1.28, 5.12, repro,
2012-04-06,78.95, -33.40, -21.66, 1.59, 1.2, 4.87, repro,
2012-04-07,77.02, -33.27, -25.23, 1.67, 1.24, 4.98, repro,
2012-04-08,76.48, -31.89, -22.04, 1.58, 1.2, 4.84, repro,
2012-04-09,76.31, -31.65, -19.18, 1.58, 1.2, 4.8, repro,
2012-04-10,76.51, -31.90, -18.60, 1.58, 1.2, 4.83, repro,
2012-04-11,76.71, -32.45, -16.90, 1.59, 1.2, 4.9, repro,
2012-04-12,77.22, -32.35, -16.49, 1.55, 1.16, 4.73, repro,
2012-04-13,77.23, -32.31, -17.31, 1.58, 1.2, 4.88, repro,
2012-04-14,77.49, -32.46, -16.06, 1.62, 1.21, 4.95, repro,
2012-04-15,77.39, -30.76, -12.86, 1.69, 1.25, 5.17, repro,
2012-04-16,78.03, -32.69, -15.20, 1.68, 1.26, 5.16, repro,
2012-04-17,78.62, -32.39, -18.52, 1.55, 1.17, 4.76, repro,
2012-04-18,79.19, -31.38, -16.36, 1.48, 1.11, 4.54, repro,
2012-04-19,77.91, -31.35, -14.36, 1.47, 1.09, 4.44, repro,
2012-04-20,78.42, -31.63, -12.95, 1.42, 1.06, 4.34, repro,
2012-04-21,79.19, -31.73, -18.70, 1.4, 1.05, 4.31, repro,
2012-04-22,79.76, -30.99, -21.96, 1.62, 1.21, 4.94, repro,
2012-04-23,79.38, -30.96, -18.39, 1.43, 1.08, 4.37, repro,
2012-04-24,79.86, -31.25, -18.22, 1.5, 1.12, 4.61, repro,
2012-04-25,79.02, -31.63, -14.35, 1.55, 1.18, 4.74, repro,
2012-04-26,79.09, -30.22, -16.11, 1.45, 1.13, 4.48, repro,
2012-04-27,79.71, -31.69, -14.21, 1.43, 1.13, 4.52, repro,
2012-04-28,79.35, -31.35, -12.22, 1.47, 1.14, 4.5, repro,
2012-04-29,81.66, -32.47, -13.41, 1.52, 1.17, 4.68, repro,
2012-04-30,81.65, -31.16, -15.70, 1.46, 1.13, 4.45, repro,
2012-05-01,80.80, -31.30, -13.51, 1.5, 1.19, 4.53, repro,
2012-05-02,79.46, -31.82, -12.92, 1.55, 1.19, 4.76, repro,
2012-05-03,79.89, -31.79, -13.02, 1.51, 1.15, 4.6, repro,
2012-05-04,80.30, -32.32, -15.75, 1.43, 1.08, 4.35, repro,
2012-05-05,80.91, -32.78, -16.16, 1.43, 1.09, 4.31, repro,
2012-05-06,81.44, -32.65, -17.22, 1.47, 1.14, 4.47, repro,
2012-05-07,80.51, -31.72, -14.88, 1.43, 1.09, 4.33, repro,
2012-05-08,80.26, -31.48, -11.09, 1.42, 1.08, 4.35, repro,
2012-05-09,80.40, -31.74, -12.39, 1.44, 1.07, 4.32, repro,
2012-05-10,83.40, -31.99, -11.49, 1.49, 1.13, 4.55, repro,
2012-05-11,82.95, -31.18, -10.49, 1.54, 1.16, 4.69, repro,
2012-05-12,80.87, -31.95, -11.26, 1.46, 1.11, 4.4, repro,
2012-05-13,83.26, -30.23, -18.22, 1.57, 1.23, 4.78, repro,
2012-05-14,83.16, -31.15, -14.10, 1.54, 1.2, 4.68, repro,
2012-05-15,81.75, -31.26, -18.84, 1.42, 1.11, 4.29, repro,
2012-05-16,81.64, -30.74, -16.02, 1.44, 1.12, 4.38, repro,
2012-05-17,82.73, -31.01, -16.82, 1.35, 1.06, 4.11, repro,
2012-05-18,82.37, -31.52, -15.09, 1.4, 1.09, 4.26, repro,
2012-05-19,83.08, -32.28, -17.79, 1.44, 1.11, 4.35, repro,
2012-05-20,83.60, -31.94, -12.83, 1.43, 1.11, 4.35, repro,
2012-05-21,82.87, -31.30, -14.55, 1.36, 1.05, 4.07, repro,
2012-05-22,82.41, -31.13, -14.88, 1.42, 1.08, 4.26, repro,
2012-05-23,83.71, -31.85, -18.87, 1.46, 1.14, 4.34, repro,
2012-05-24,83.56, -31.42, -16.40, 1.38, 1.07, 4.12, repro,
2012-05-25,84.12, -31.57, -16.86, 1.47, 1.11, 4.4, repro,
2012-05-26,84.50, -30.94, -19.63, 1.47, 1.11, 4.4, repro,
2012-05-27,84.45, -30.64, -13.50, 1.38, 1.05, 4.16, repro,
2012-05-28,84.24, -31.39, -11.25, 1.33, 1.01, 3.97, repro,
2012-05-29,85.18, -31.66, -10.45, 1.41, 1.07, 4.27, repro,
2012-05-30,85.26, -31.32, -14.98, 1.38, 1.05, 4.16, repro,
2012-05-31,85.43, -30.82, -14.40, 1.39, 1.06, 4.21, repro,
2012-06-01,85.97, -31.13, -13.80, 1.43, 1.09, 4.32, repro,
2012-06-02,84.77, -31.23, -11.96, 1.36, 1.04, 4.14, repro,
2012-06-03,85.54, -31.26, -15.88, 1.38, 1.04, 4.16, repro,
2012-06-04,86.01, -30.89, -16.43, 1.37, 1.03, 4.08, repro,
2012-06-05,85.26, -30.33, -17.04, 1.4, 1.05, 4.23, repro,
2012-06-06,85.03, -31.90, -11.64, 1.43, 1.08, 4.33, repro,
2012-06-07,85.92, -30.62, -17.86, 1.61, 1.21, 4.89, repro,
2012-06-08,85.07, -31.79, -14.65, 1.85, 1.36, 5.68, repro,
2012-06-09,85.23, -32.18, -14.01, 1.36, 1.01, 4.13, repro,
2012-06-10,84.93, -31.76, -14.68, 1.41, 1.06, 4.31, repro,
2012-06-11,86.59, -31.77, -14.23, 1.6, 1.19, 4.89, repro,
2012-06-12,86.03, -31.99, -14.29, 1.38, 1.04, 4.22, repro,
2012-06-13,86.39, -32.40, -13.18, 1.35, 1.02, 4.09, repro,
2012-06-14,85.36, -31.33, -16.18, 1.36, 1.02, 4.15, repro,
